frame,x1,y1,x2,y2,confidence,class
0,122.934528,62.1999232,163.217152,84.3401088,1.0,0
0,12.609369599999997,116.4056576,28.449088,129.0589184,1.0,0
0,105.40774400000001,144.1908864,118.811904,155.6880256,1.0,0
0,167.3362816,60.9011712,192.09386239999998,71.2153088,1.0,0
0,145.50822399999998,129.2994048,166.93568,136.58475520000002,1.0,0
0,156.2334464,85.58010879999999,169.5326976,94.8604672,1.0,0
0,62.258688,76.479744,97.42591999999999,112.104192,1.0,0
0,127.9607808,139.54782719999997,146.88747519999998,147.1168768,1.0,0
0,103.5254656,76.6487936,118.25706240000001,97.8469504,1.0,0
0,59.256448000000006,84.101888,97.590656,115.54944,1.0,0
0,79.7734016,76.7801984,94.5236864,101.3348736,1.0,0
1,13.2405248,116.6716288,23.7730304,132.0815232,1.0,0
1,176.5990656,56.666956799999994,195.3720064,68.7136512,1.0,0
1,119.97448960000001,136.6228224,131.7887104,143.98031360000002,1.0,0
1,119.772672,65.3125632,160.51148799999999,82.4977408,1.0,0
1,63.38649600000001,82.911104,95.488128,114.760832,1.0,0
1,105.6999296,150.0134912,113.32496640000001,156.7441408,1.0,0
1,158.1394304,69.010368,175.75624960000002,93.934144,1.0,0
1,101.803776,76.6574592,120.578304,90.6231808,1.0,0
1,116.39427839999999,84.3059712,130.7296896,93.79015679999999,1.0,0
1,122.06246399999999,63.5505536,152.43967999999998,82.2009984,1.0,0
1,158.9291648,56.5196928,167.31057919999998,63.329267200000004,1.0,0
1,132.977792,66.567168,175.724416,95.017984,1.0,0
2,190.4468096,108.62657279999999,209.5229824,118.1197952,1.0,0
2,107.3306496,142.0847872,125.90327040000001,154.7072768,1.0,0
2,14.6975488,119.1073152,26.935679999999998,134.6869888,1.0,0
2,122.65881600000002,67.2144384,158.88588800000002,90.0540416,1.0,0
2,164.0132224,60.648435199999994,182.2810496,83.9444608,1.0,0
2,0.04481280000000076,105.4026368,10.0748672,112.8199552,1.0,0
2,203.09491200000002,126.59114240000001,210.466432,135.80629760000002,1.0,0
2,102.8713344,77.1214464,117.89180160000001,87.2582016,1.0,0
2,62.141952,84.93862399999999,106.12736000000001,109.936256,1.0,0
2,0.0,94.282112,7.4056192,102.172288,1.0,0
2,160.0096768,34.659904,168.8028672,43.960768,1.0,0
2,123.01388800000001,66.2336384,158.888192,83.7147776,1.0,0
2,63.15622400000001,75.651584,105.222656,108.982784,1.0,0
2,0.7068671999999996,110.2033024,11.134976,120.4614016,1.0,0
2,81.2069504,76.6627072,95.59125759999999,98.90567680000001,1.0,0
2,63.209216000000005,90.0866432,101.95532800000001,110.11354879999999,1.0,0
3,164.27047679999998,118.1940736,182.3934592,127.39082239999999,1.0,0
3,0.5686784000000005,105.5605376,15.198873599999999,112.59651840000001,1.0,0
3,191.8915712,107.17866240000001,213.2770688,118.1095296,1.0,0
3,98.6837376,150.27782399999998,109.9388544,161.059136,1.0,0
3,118.135936,58.34432,161.569664,92.238464,1.0,0
3,160.25578240000002,37.1153664,173.9875456,51.0392576,1.0,0
3,13.069823999999999,118.0940544,27.9204352,134.4376576,1.0,0
3,18.781734399999998,119.9068544,28.125504,133.6053376,1.0,0
3,2.0452736,113.349952,21.0177664,121.171648,1.0,0
3,62.34888959999999,99.46890239999999,81.5016064,109.4480896,1.0,0
3,123.35513599999999,59.41491200000001,162.881024,85.61932800000001,1.0,0
3,160.0349184,36.8444032,178.7984896,51.6855168,1.0,0
3,177.1769856,55.828096,186.0368384,65.023872,1.0,0
3,-1.2799999999479894e-05,93.2925952,8.051980799999999,101.59354880000001,1.0,0
3,74.989568,76.694784,96.406528,108.118784,1.0,0
3,170.7993472,65.2665216,180.6118528,75.6123264,1.0,0
3,63.261504,95.8898432,82.29958400000001,108.86970880000001,1.0,0
3,79.6237568,76.454144,95.6860672,101.054208,1.0,0
3,103.6779264,77.1628288,119.2243456,88.04472319999999,1.0,0
3,96.0246272,83.4905472,112.75361280000001,100.1019008,1.0,0
3,64.46182400000001,91.5072512,92.78464,110.1925888,1.0,0
3,2.409971200000001,113.1478272,22.3354496,126.89671680000001,1.0,0
4,108.4510848,151.812224,122.0497792,161.398656,1.0,0
4,198.599232,106.8236288,214.83104,127.40920320000001,1.0,0
4,220.6509184,103.1390592,239.4589056,116.96615680000001,1.0,0
4,155.470592,49.5856384,174.924032,68.1661696,1.0,0
4,125.05638400000001,68.328064,164.282496,98.123136,1.0,0
4,3.372288000000001,113.0906752,27.9281152,127.0429568,1.0,0
4,63.6063744,100.7581824,79.9210496,109.07836160000001,1.0,0
4,100.1695104,76.3768704,119.8619776,96.36680960000001,1.0,0
4,0.6276351999999994,104.1775232,13.2616448,110.26138879999999,1.0,0
4,79.246208,77.842944,94.93926400000001,106.484224,1.0,0
4,1.2799999999923983e-05,93.66882559999999,7.6828544,101.2219264,1.0,0
4,133.0688,72.7658496,163.71097600000002,98.0547584,1.0,0
4,80.35750399999999,83.51581440000001,93.98464,104.9442176,1.0,0
4,63.9654656,97.2513152,81.53827840000001,108.8686208,1.0,0
4,122.2833152,71.0900352,145.2648448,82.7931008,1.0,0
4,80.86234879999999,76.267072,94.6548352,101.533632,1.0,0
5,232.0040192,99.44298239999999,242.3260928,109.8288256,1.0,0
5,115.98635520000002,147.1938944,140.8092928,158.09839359999998,1.0,0
5,142.8679168,40.298303999999995,158.5244672,55.056064,1.0,0
5,0.0,104.11157759999999,10.00704,111.3661824,1.0,0
5,63.044799999999995,101.0989568,79.543616,109.1533312,1.0,0
5,123.155712,58.634112,179.921152,90.9344,1.0,0
5,104.2827008,76.7700864,119.5258112,87.49692160000001,1.0,0
5,80.9883904,76.82598399999999,94.61276160000001,105.557632,1.0,0
5,1.2799999999479894e-05,95.25104639999999,8.0763264,101.2545536,1.0,0
5,4.1433599999999995,115.89784320000001,24.2088448,124.4139648,1.0,0
5,186.77182720000002,130.63150080000003,197.5195008,138.1531392,1.0,0
5,128.22869759999998,95.8648192,134.6633344,100.8051328,1.0,0
