frame,track_id,x1,y1,x2,y2
0,1,198.976512,104.700736,221.594624,120.693952
0,2,161.8911104,68.20672,182.5200256,94.248832
0,3,91.694848,131.5977472,119.534848,147.8999808
0,4,184.9561088,103.3634688,198.9271552,122.9722752
0,5,187.2584064,103.9074688,200.9358976,126.6195072
0,6,162.43028479999998,67.87225600000001,185.9196672,101.161984
0,7,97.420096,133.60672,118.581952,147.764928
0,8,201.7597312,105.1737088,221.7635968,115.8643712
0,9,177.9945472,103.3024384,187.2944128,111.1799936
0,10,94.4086528,99.9563264,101.4692352,108.7722496
0,11,74.9472768,112.5016576,98.5603072,130.0327424
0,12,74.654464,113.2822656,100.802816,136.4083584
0,13,75.2884864,175.2009984,86.62127360000001,190.5252096
0,14,130.8199296,47.6405248,151.08471039999998,64.4859392
0,15,119.430848,235.379648,125.51712,248.996416
0,16,127.401152,185.7309568,143.459136,199.4865792
1,1,182.4652672,106.8955648,202.2208128,126.4955392
1,2,144.36352,70.8144128,182.26432,91.5361792
1,3,94.0246528,133.0930688,118.7722752,147.7763072
1,9,170.774272,85.20256,198.664448,118.677888
1,10,94.4223616,99.4277248,101.6060544,106.8186752
1,11,74.9695616,113.1755008,98.4806784,129.8929152
1,12,74.78028800000001,113.8049152,100.790144,136.8067968
1,13,75.0486144,174.973632,86.6112896,190.317888
1,14,130.4115328,46.9358976,151.11013119999998,64.46096639999999
1,15,120.011456,236.2409344,125.988672,248.9973376
1,16,128.0908416,185.9068544,142.7453824,199.1125376
1,17,145.416192,71.432832,179.159552,85.550976
1,18,87.740544,128.059072,119.52832,147.941696
1,19,172.51187199999998,98.628224,202.839424,127.609728
1,20,78.088064,115.0537856,106.777216,140.1249664
1,21,169.961856,80.701312,196.761728,112.403584
1,22,88.1837824,6.570636800000001,104.8038656,14.0674176
2,1,191.421504,116.0849024,205.012416,132.6129536
2,2,144.3563264,70.1681024,157.18402559999998,76.3944576
2,3,98.6642432,133.8300928,118.7539968,147.7606912
