frame,x1,y1,x2,y2,confidence,class
0,183.374272,237.56468479999998,190.97811199999998,251.6682112,1.0,0
0,223.69053440000002,183.7490048,234.1982336,200.76606719999998,1.0,0
0,193.003648,205.75162880000002,219.463552,229.2282112,1.0,0
0,195.15375360000002,188.8894976,219.0225024,209.0333184,1.0,0
0,144.4167552,244.77740799999998,153.1786368,256.000064,1.0,0
0,194.1282176,190.043392,218.7327104,219.205888,1.0,0
0,221.7013632,156.923712,228.84430079999998,164.93024,1.0,0
1,204.455744,198.0793984,227.305664,221.1502976,1.0,0
1,180.0288256,225.6745216,194.8309504,241.13277440000002,1.0,0
1,196.0195328,189.5566464,211.9948032,204.4539776,1.0,0
1,175.8137088,223.33895679999998,189.6483072,236.0643072,1.0,0
1,201.2775168,194.257152,226.14878720000002,222.663936,1.0,0
2,208.04601599999998,191.6265344,221.600832,215.15900159999998,1.0,0
2,185.4644992,226.888704,202.38113280000002,244.559872,1.0,0
2,167.30465279999999,228.72192,178.9307392,242.418944,1.0,0
2,171.2808704,224.062272,184.3840256,242.18284799999998,1.0,0
3,173.92431359999998,241.693632,192.9835904,256.000064,1.0,0
3,171.5843328,224.158592,188.39057920000002,236.92812800000002,1.0,0
3,198.0217984,187.122432,221.5304576,221.523712,1.0,0
3,201.24453119999998,185.76255999999998,221.1401088,211.7696,1.0,0
3,172.630784,224.8675968,190.997248,238.9603712,1.0,0
3,198.2978176,194.96965120000002,220.48490239999998,219.9300608,1.0,0
3,203.7431936,186.3397632,220.7001984,205.8414848,1.0,0
4,221.87008,192.0627968,231.72096000000002,208.17784319999998,1.0,0
4,124.00441599999999,250.1232,137.174464,256.000064,1.0,0
4,220.9321728,188.37055999999998,232.1263872,209.191296,1.0,0
4,192.9963008,209.38327040000001,210.52574719999998,222.2808576,1.0,0
4,208.9131904,187.0695424,221.5523456,207.4622976,1.0,0
4,194.112192,226.4955392,201.99404800000002,233.28046080000001,1.0,0
5,192.3439232,210.798912,208.75790080000002,223.9664,1.0,0
5,172.7309184,241.47303680000002,187.2634496,255.8187392,1.0,0
5,201.063552,184.25228800000002,227.7984,210.128512,1.0,0
5,142.03516159999998,249.2486784,154.1931904,256.00008959999997,1.0,0
5,195.906688,188.49047040000002,223.930752,208.0786176,1.0,0
6,196.81971199999998,186.77863680000002,227.535616,211.38891519999999,1.0,0
6,224.04974080000002,167.1034112,231.8463232,174.3058688,1.0,0
6,189.1525504,211.45081599999997,208.2475136,232.246848,1.0,0
6,140.3104256,248.64158719999998,160.2622464,255.9999488,1.0,0
6,145.45676799999998,245.6812416,177.827712,255.9999104,1.0,0
7,174.69559040000001,210.3049216,185.2992896,225.37840640000002,1.0,0
7,203.113728,185.0461568,232.352,205.67845119999998,1.0,0
7,223.506944,168.7611008,231.94111999999998,176.0437632,1.0,0
7,176.6699008,221.2305408,195.6099072,239.33854720000002,1.0,0
7,176.6676096,212.7424,198.4461184,240.06271999999998,1.0,0
7,187.9222784,209.23264,207.3970176,234.89049599999998,1.0,0
7,190.62854399999998,210.8326912,208.226112,229.62862080000002,1.0,0
7,178.68352,211.859456,205.753216,239.576064,1.0,0
8,189.786496,205.955776,206.990976,225.950528,1.0,0
8,197.950336,191.31302399999998,224.152192,208.443264,1.0,0
8,203.8712064,191.958528,224.4050176,206.90176000000002,1.0,0
8,180.9724032,232.6514816,189.9101568,240.5076864,1.0,0
8,196.7270656,178.0653824,205.5047424,190.74664959999998,1.0,0
8,223.3199616,172.8592768,230.86243839999997,181.15185920000002,1.0,0
9,171.90138879999998,236.4471424,184.4782592,246.5767296,1.0,0
9,189.227392,197.13152,222.98995200000002,226.915584,1.0,0
9,189.48096,203.97542399999998,209.284096,231.307008,1.0,0
9,190.43238399999998,197.6199296,223.894912,219.1649664,1.0,0
10,193.136256,200.31706880000002,222.10342400000002,225.5691392,1.0,0
10,163.73740800000002,208.745216,182.948032,231.44729600000002,1.0,0
10,175.6219776,234.456128,190.52663040000002,255.80384,1.0,0
10,163.7199616,211.1884416,175.80823039999999,230.7366784,1.0,0
11,170.98142719999998,208.6047872,182.5617408,219.5168128,1.0,0
11,159.2006272,223.57416959999998,174.0483968,240.1324544,1.0,0
11,185.42771199999999,194.27494399999998,222.419712,221.886336,1.0,0
11,175.4752256,240.1044608,182.1122304,245.08773119999998,1.0,0
11,184.703488,198.29184,224.996352,229.52102399999998,1.0,0
11,200.12282879999998,216.9585408,214.2433792,232.6414592,1.0,0
11,186.2420736,221.7903616,195.31005439999998,233.3023744,1.0,0
12,168.3961984,215.00307199999997,185.98716159999998,232.009792,1.0,0
12,150.9608448,233.3030272,159.2773632,254.25767679999998,1.0,0
12,186.27776,196.313216,219.09414399999997,225.237888,1.0,0
12,182.999552,191.996544,221.59872000000001,223.293312,1.0,0
12,190.11200000000002,192.2747264,221.371648,211.7890176,1.0,0
12,150.7450496,239.9690368,158.5602944,254.1196672,1.0,0
12,199.627968,192.4529152,221.579072,206.20052479999998,1.0,0
13,173.3410176,240.53640959999998,182.0049024,251.2406144,1.0,0
13,181.19616,193.601024,223.387264,222.02572800000002,1.0,0
13,184.7321344,229.5478272,192.0394496,236.74388480000002,1.0,0
13,149.5172608,245.0132736,157.7641472,255.80720639999998,1.0,0
14,191.648896,196.2443264,219.043712,214.9044736,1.0,0
14,142.194304,240.6176512,155.65299199999998,255.2599808,1.0,0
14,184.9081984,227.4851456,192.89404159999998,235.0817664,1.0,0
14,188.11353599999998,198.3234304,216.386944,216.37352959999998,1.0,0
14,144.2998656,241.6566784,157.47498240000002,255.7451776,1.0,0
15,151.1904384,224.2160128,165.94850559999998,243.9844352,1.0,0
15,192.7552,198.37429759999998,221.151232,217.6902144,1.0,0
15,200.7672576,199.0705024,220.98967040000002,216.9018496,1.0,0
15,191.2481792,198.0556672,205.7074688,212.34817280000001,1.0,0
16,149.5977216,220.8812544,170.65827839999997,243.4203136,1.0,0
16,189.2187392,198.4972416,205.7344768,213.64842240000002,1.0,0
16,172.1660416,236.31137280000002,187.9901184,253.9665152,1.0,0
16,195.0265472,198.8457728,218.9454208,221.6634112,1.0,0
16,197.4476928,203.7393536,218.38078720000001,221.9287424,1.0,0
16,189.095936,198.309056,215.72249599999998,220.52486399999998,1.0,0
16,193.28436480000002,227.038912,199.2798592,233.5184,1.0,0
16,141.4111872,249.8861568,152.01038079999998,256.00005120000003,1.0,0
17,161.1634176,211.8833664,177.0939904,232.5193216,1.0,0
17,189.5197824,199.63361279999998,207.4870656,215.2901632,1.0,0
17,190.819072,199.3448704,218.381056,219.3554176,1.0,0
17,180.8373632,219.711616,202.82522880000002,251.21728000000002,1.0,0
17,186.80540159999998,220.85127680000002,202.4323584,245.2310272,1.0,0
17,167.53408,236.6423168,182.422016,255.07889920000002,1.0,0
17,178.4683392,226.0208512,199.46241279999998,250.7632768,1.0,0
17,178.5123072,218.977152,201.2652288,245.777536,1.0,0
18,184.2291328,223.7544576,200.5987712,241.2654464,1.0,0
18,206.4731904,192.67481600000002,218.3173376,200.688128,1.0,0
18,186.6004608,195.6687488,206.9590912,211.0942592,1.0,0
18,165.736832,250.71578879999998,175.54342400000002,255.6952192,1.0,0
18,199.4653568,210.2406912,214.92593920000002,225.5327488,1.0,0
18,150.3960448,243.43838720000002,158.02251520000002,249.5853568,1.0,0
19,171.2323072,237.643712,179.8788608,246.50144,1.0,0
19,204.2934912,188.6649984,223.7651328,196.6810496,1.0,0
19,140.6912256,247.432704,155.78032639999998,256.0,1.0,0
19,188.49676799999997,199.836544,216.052864,227.72236800000002,1.0,0
19,195.3027328,201.334016,215.2833792,227.23968,1.0,0
19,186.38464000000002,200.2361344,216.037632,218.5435136,1.0,0
20,199.2325376,215.939648,210.0361984,229.765568,1.0,0
20,187.85228800000002,199.4567168,211.766784,213.3509632,1.0,0
20,170.5409664,240.866368,177.74805759999998,245.85516800000002,1.0,0
20,193.4962944,198.527168,218.1732096,216.13958399999999,1.0,0
20,207.0800512,200.0864896,219.1005568,214.6775424,1.0,0
20,147.79220479999998,245.1450112,160.6708992,252.8610048,1.0,0
21,189.441664,193.2281216,219.21779199999997,214.1871744,1.0,0
21,162.77533440000002,241.1846784,179.1991936,256.0000896,1.0,0
21,180.6747648,215.16576,200.2890752,222.864064,1.0,0
22,167.79850240000002,241.87964159999999,178.0185856,254.8489344,1.0,0
22,182.3427712,216.44193280000002,198.4777088,222.3610112,1.0,0
22,202.59287039999998,200.82746880000002,213.3354496,211.5578112,1.0,0
22,187.608384,208.2853376,199.325376,214.89648640000001,1.0,0
