frame,track_id,x1,y1,x2,y2
0,3,238.72267520000003,176.356608,255.8985088,203.36409600000002
0,2,79.60321280000001,191.29390080000002,95.5560832,200.5606912
0,1,68.534912,35.554188800000006,83.42054399999999,45.7007232
1,6,133.43521280000002,207.643648,145.1286272,212.322304
1,5,240.53601279999998,197.670528,255.5402752,205.58528
1,4,140.4936448,234.30128639999998,157.59838720000002,242.9584896
1,2,80.22996624980559,193.78740818657727,91.89910443976694,200.1508156791838
1,1,68.27562998383694,35.52084647622181,83.7141265898746,46.16000697643501
2,1,68.06988968483088,34.93564541565479,83.4737471448137,44.982065899584995
3,1,67.89524093916843,35.24147381542559,83.0363486053174,44.777184384182505
4,1,67.98132763506337,35.57990408756849,83.86865528549481,46.00524296491309
5,1,67.8902687153355,35.25060205847034,83.7484686391026,45.28760177834287
6,1,67.82344164373343,35.22339597935221,83.74846154523372,45.46141821074874
7,1,68.14143673435817,35.35345724349677,83.72629293729665,45.7069524039268
8,1,68.21382771429971,35.19526945213485,83.4850269836778,45.26781235726338
9,1,67.86397399734683,35.16070175407812,83.47364645345043,45.17952988197426
10,1,67.8446672079861,35.3902587255724,83.37881045530878,45.50865686148145
11,1,67.98058287616738,35.426285992452456,83.59899977747659,45.71311206960426
12,1,68.05021624893374,35.58482515488859,83.29779941271815,45.60512421231924
13,1,68.18876363038754,35.3709336481577,83.28715139551494,45.43838610117537
14,1,68.36428087546021,35.67221438153592,83.25273297078901,45.47347032373523
15,1,68.63553404696376,35.50477937934676,83.49829289131026,45.39138856818654
16,1,68.47960761542791,35.39374173507183,83.36298303272122,45.39264340723949
17,1,68.33660340470452,35.44740813337876,83.39104806381665,45.743123992768446
18,1,68.19841237041275,35.67098497657869,83.33999697126562,46.17288512198373
19,1,68.14600865040354,35.41974380788016,83.37068904759859,45.60645772369069
20,1,68.19478505007636,35.28217297607595,83.29853176691351,45.05549708177946
21,1,68.33077306390712,35.55557443974931,83.2102831391237,45.30170193019035
22,1,68.22367644785449,35.747229734795255,83.07567342942373,45.596023742190326
23,1,67.93899540346167,35.49399985729168,83.08221347499442,45.55741197817321
24,1,68.20693835623105,35.519171862097394,83.26836037117174,45.71589525504305
25,1,68.33504457865385,35.239247524542805,83.33042235030038,45.149719726968215
26,1,68.40984301325302,35.21567232405151,83.54600149774213,45.500373026801725
27,1,68.35790189009482,35.31542082514525,83.39561497225516,45.65402518137317
28,1,68.71329028897716,35.26079344892115,83.6474202452006,45.8477561721178
29,1,68.2858515437326,35.40544364212284,83.12462858879869,45.95071712604817
30,1,68.34442921491991,35.39338293310247,83.39087655358834,45.48575345191742
31,1,68.53540229720235,35.19764175280142,83.60482214490784,45.52240026789261
32,1,68.48234143004541,35.23656652341348,83.52089662894753,45.21734448720532
33,1,68.32766720090257,35.1047665942212,83.34318899160112,44.897152801992846
34,61,134.61991209046863,214.29520363446002,145.69282631093557,225.99739090967122
