frame,x1,y1,x2,y2,confidence,class
0,201.6297472,145.47687679999999,220.1875968,166.0008832,1.0,0
0,95.9852672,171.3679104,110.0527488,187.9972096,1.0,0
0,167.48915200000002,178.854784,196.475264,208.04620799999998,1.0,0
0,168.9124992,33.5075712,185.2030848,57.188620799999995,1.0,0
0,154.902016,68.032768,180.000768,102.32396800000001,1.0,0
0,156.03220480000002,224.11441920000001,165.8816512,230.7673728,1.0,0
0,234.5179648,120.4806272,247.7373952,133.2010368,1.0,0
0,94.92544,194.465728,101.69536000000001,198.390848,1.0,0
0,241.09646080000002,137.6235904,248.1656192,142.60271360000002,1.0,0
1,106.5858432,134.08899839999998,130.7425408,152.1374336,1.0,0
1,165.034816,26.295193599999998,177.48550400000002,42.0762624,1.0,0
1,79.918848,166.608448,102.18624,180.023232,1.0,0
1,206.463232,138.7349888,234.912512,159.3703552,1.0,0
1,168.5031296,56.16481279999999,189.02442240000002,78.7436032,1.0,0
1,166.879808,190.08097279999998,187.389888,210.4479232,1.0,0
1,151.6066816,223.6478592,170.8539904,230.45108480000002,1.0,0
1,239.3793536,123.3235072,245.4262784,129.8128768,1.0,0
2,181.5768704,36.2344192,192.4995456,59.2658688,1.0,0
2,85.120256,143.897216,124.830976,173.860224,1.0,0
2,156.8094592,204.9222144,168.53223680000002,215.40213759999997,1.0,0
2,166.8604416,46.5818624,177.82461439999997,61.9631616,1.0,0
2,85.141632,147.510912,118.259584,175.91385599999998,1.0,0
2,227.2984192,225.6545792,234.5552768,231.7605888,1.0,0
2,186.01984000000002,146.91123199999998,224.285696,175.689216,1.0,0
2,140.3077376,217.6390912,151.54352640000002,227.9550208,1.0,0
2,192.155648,146.8013696,222.769664,171.2765824,1.0,0
2,243.8899584,205.068224,254.9506176,212.769344,1.0,0
2,181.112704,146.288384,225.61856,183.07711999999998,1.0,0
2,87.684224,142.972544,123.780992,166.493056,1.0,0
2,156.4408448,222.59765760000002,164.6727552,229.7476864,1.0,0
2,149.48582399999998,220.3177472,163.679488,229.8075648,1.0,0
3,181.652992,154.4243456,211.025408,178.7468544,1.0,0
3,89.1612032,157.38456319999997,108.80410880000001,178.6026368,1.0,0
3,158.2326144,207.0078464,175.5335296,229.0487296,1.0,0
3,130.71409920000002,114.1079168,143.6016768,130.5451392,1.0,0
3,173.2984192,181.3265408,182.2108288,197.1489792,1.0,0
3,36.4097024,101.80157439999999,46.2322176,109.1357696,1.0,0
3,162.95886080000002,35.024448,172.4666752,45.203904,1.0,0
3,245.7830912,206.6136448,254.95239679999997,213.25963520000002,1.0,0
3,227.19649280000002,226.0004224,236.0585472,232.5416576,1.0,0
4,188.2479744,149.966976,198.8455296,163.3888,1.0,0
4,148.66018559999998,96.4805376,169.0184064,116.3962624,1.0,0
4,165.096832,172.682752,191.087744,199.665664,1.0,0
4,116.72140800000001,140.4304768,130.875648,154.0534912,1.0,0
4,92.7783168,1.2799999999479894e-05,106.13214719999999,10.569100800000001,1.0,0
4,235.02835199999998,116.79846400000001,245.773952,128.82688000000002,1.0,0
4,185.749696,33.9426048,192.73247999999998,42.186675199999996,1.0,0
4,246.2498176,206.229632,255.11235839999998,212.603776,1.0,0
4,228.49172480000001,145.9821056,241.4828032,166.3066624,1.0,0
4,154.544576,222.46625279999998,168.980032,228.6897152,1.0,0
4,149.841664,221.46673919999998,167.579392,229.0922368,1.0,0
4,234.55694079999998,112.35005439999999,246.3636352,129.0620416,1.0,0
5,96.9500416,142.1101184,117.4320384,163.15452159999998,1.0,0
5,183.6464256,158.4374656,194.0232064,174.8366464,1.0,0
5,167.2422784,68.3087744,178.23586559999998,90.1337216,1.0,0
5,156.823296,184.30517759999998,178.299136,208.7910144,1.0,0
5,105.48718079999999,15.630079999999998,118.1042432,46.505216,1.0,0
5,198.2062592,165.0836992,215.7672448,183.0542848,1.0,0
5,80.7020288,191.16454399999998,90.0120832,200.348544,1.0,0
5,106.22458879999999,16.025049600000003,117.3750272,38.3227264,1.0,0
5,207.69216,120.13145599999999,238.983808,150.747264,1.0,0
5,132.71866880000002,113.183616,145.9854592,127.51936,1.0,0
5,211.1936,120.1100032,239.20563199999998,143.3027328,1.0,0
5,106.8328064,26.473100800000005,117.1590016,51.2863872,1.0,0
5,245.4599552,206.33102079999998,254.9140608,213.1946112,1.0,0
6,82.8459392,158.62817280000002,104.4108928,174.2849792,1.0,0
6,90.8427904,72.030592,111.6419456,102.064768,1.0,0
6,173.5473024,51.15317759999999,186.6687616,75.4188544,1.0,0
6,16.6700928,120.39494400000001,24.2344576,127.31168,1.0,0
6,219.67495680000002,150.66583039999998,229.9014912,159.0521856,1.0,0
6,203.185792,122.862976,230.24371200000002,151.12768,1.0,0
6,180.9400704,40.881753599999996,189.35420159999998,46.9047424,1.0,0
6,167.33952000000002,159.891968,202.420736,191.37024,1.0,0
